Выходное напряжение (без нагрузки) [V];Выходное напряжение при Vin20 [V];Выходное напряжение при Vin24 [V];Выходное напряжение при Vin36 [V];LineReg [%];LoadReg [%];Пульсации [мВp-p];ПульсацииRMS [мВ];КПД при Vin20 [V];КПД при Vin24 [V];КПД при Vin36 [V];Напряжение отключения [V];Выходное напряжение(половина нагрузки) при Vin24 [V];
48.038;13.82;48.041;48.025;71.233;0.006;140.0;23.7;50.2;88.6;87.6;2.55;48.041
48.039;48.04;48.041;48.025;0.033;0.004;140.0;24.0;88.5;88.7;87.6;2.55;48.042
48.018;48.021;48.022;48.007;0.031;0.008;132.0;26.5;88.4;88.6;87.5;2.55;48.023
47.991;47.996;47.997;47.982;0.031;0.013;120.0;29.9;88.4;88.6;87.5;2.55;47.996
47.92;47.922;47.927;47.914;0.027;0.015;132.0;40.0;88.6;88.6;87.3;2.55;47.935
47.883;14.991;47.892;47.88;68.698;0.019;152.0;42.5;53.4;88.5;87.1;2.5;47.903
47.906;47.909;47.912;47.898;0.029;0.013;148.0;41.0;88.6;88.6;87.3;2.55;47.92
48.31;48.297;48.302;48.275;0.056;0.017;136.0;21.5;87.2;86.6;86.5;2.65;48.307
