Выходное напряжение (без нагрузки) [V];Выходное напряжение при Vin9 [V];Выходное напряжение при Vin12 [V];Выходное напряжение при Vin18 [V];LineReg [%];LoadReg [%];Пульсации [мВp-p];ПульсацииRMS [мВ];КПД при Vin9 [V];КПД при Vin12 [V];КПД при Vin18 [V];Выходное напряжение(половина нагрузки) при Vin12 [V];
3.294;3.279;3.279;3.279;-0.0;0.457;100;100;85.9;85.9;84.5;3.286
3.294;3.279;3.279;3.279;-0.0;0.457;100;100;85.8;85.8;84.5;3.286
