Регулировка0.1 От номинального [V];Регулировка0.2 От номинального [V];Регулировка0.3 От номинального [V];Регулировка0.4 От номинального [V]; Регулировка0.5 От номинального [V];Регулировка0.6 От номинального [V];Регулировка0.7 От номинального [V];
1.1679661;2.18313921;3.58981922;4.75572346;5.98036055;7.17277357;8.39840236;
