Выходное напряжение (без нагрузки) [V]; Выходное напряжение при Vin18 [V];Выходное напряжение при Vin24 [V];Выходное напряжение при Vin36 [V];LineReg [%]; LoadReg [%]; Пульсации [мВp-p];ПульсацииRMS [мВ];КПД при Vin18 [V];КПД при Vin24 [V];КПД при Vin36 [V];Напряжение отключения [V];
28.042;28.019;28.026;28.026;0.025;0.057;300.0;28.3;82.3;86.8;89.2;2.7
28.045;28.023;28.027;28.027;0.014;0.064;300.0;28.3;82.1;86.5;89.1;2.7
28.048;28.025;28.031;28.029;0.021;0.061;300.0;28.3;81.6;86.3;89.1;2.7
28.052;28.027;28.033;28.032;0.021;0.068;300.0;28.3;81.6;86.6;89.4;2.7
