Регулировка0.1 От номинального [V];Регулировка0.2 От номинального [V];Регулировка0.3 От номинального [V];Регулировка0.4 От номинального [V]; Регулировка0.5 От номинального [V];Регулировка0.6 От номинального [V];Регулировка0.7 От номинального [V];
0.989226557;1.88930294;3.59055648;4.69200716;5.97563951;7.15657436;8.37785906;
