Серийный номер;Выходное напряжение (без нагрузки) [В];Выходное напряжение при Vin180 [В];Выходное напряжение при Vin300 [В];Выходное напряжение при Vin375 [В];Выходное напряжение(половина нагрузки) при Vin300 [В];LineReg [%];LoadReg [%];LoadReg + LineReg [%];Пульсации при Vin180 [мВp-p];Пульсации при Vin300 [мВp-p];Пульсации при Vin375 [мВp-p];ПульсацииRMS [мВ];КПД при Vin180 [В];КПД при Vin300 [В];КПД при Vin375 [В];Напряжение отключения [В];Выходное напряжение в режиме генератора тока [В];Выходной ток в режиме генератора тока [А];Пульсации в режиме генератора тока [мВр-р];
C030720231000002;35.928;35.941;35.835;35.993;35.949;0.441;0.26;0.7010000000000001;87.9;112.0;124.0;18.8;90.5;89.9;89.0;2.3;0.0;0.67;9.899999999999999e+40
