Серийный номер;Выходное напряжение (без нагрузки) [В];Выходное напряжение при Vin120 [В];Выходное напряжение при Vin230 [В];Выходное напряжение при Vin264 [В];Выходное напряжение(половина нагрузки) при Vin230 [В];LineReg [%];LoadReg [%];LoadReg + LineReg [%];Пульсации при Vin120 [мВp-p];Пульсации при Vin230 [мВp-p];Пульсации при Vin264 [мВp-p];ПульсацииRMS [мВ];КПД при Vin120 [В];КПД при Vin230 [В];КПД при Vin264 [В];Напряжение отключения [В];PF при VinMin(без нагрузки);PF при VinNom(без нагрузки);PF при VinMax(без нагрузки);PF при VinMin(под нагрузкой);PF при VinNom(под нагрузкой);PF при VinMax(под нагрузкой);
61590823;12.03;12.02;12.021;12.021;12.027;0.008;0.075;0.08299999999999999;68.0;54.0;52.0;9.6;88.5;85.8;42.8;1.4;0.189;0.494;0.273;0.99;0.937;0.475
61610823;12.096;12.088;12.089;12.089;12.093;0.008;0.058;0.066;65.9;48.0;48.0;9.2;88.3;85.7;43.2;4.95;0.271;0.312;0.263;0.99;0.938;0.48
61600823;12.086;12.079;12.08;12.08;12.084;0.008;0.05;0.058;42.0;38.0;34.0;6.3;88.4;85.9;43.6;1.45;0.304;0.324;0.267;0.99;0.939;0.484
61830823;12.041;12.034;12.035;12.036;12.04;0.008;0.05;0.058;58.0;34.0;34.0;6.6;88.5;85.8;42.8;1.4;0.872;0.326;0.277;0.99;0.936;0.475
61840823;12.041;12.035;12.036;12.037;12.04;0.008;0.042;0.05;48.0;44.0;36.0;7.2;88.5;86.2;43.2;1.4;0.874;0.482;0.272;0.99;0.94;0.479
61850823;12.073;12.067;12.068;12.069;12.072;0.008;0.041;0.049;42.0;42.0;38.0;6.6;88.5;86.2;43.1;1.35;0.5;0.423;0.277;0.99;0.94;0.478
61730823;12.034;12.027;12.028;12.029;12.032;0.008;0.05;0.058;48.0;40.0;46.0;7.5;88.4;85.5;42.4;1.4;0.88;0.329;0.277;0.989;0.933;0.471
61720823;12.049;12.043;12.044;12.045;12.048;0.008;0.042;0.05;54.0;56.0;62.0;9.6;88.5;85.7;42.6;1.4;0.477;0.329;0.273;0.992;0.937;0.473
61710823;12.026;12.017;12.018;12.019;12.024;0.008;0.067;0.07500000000000001;56.0;44.0;52.0;8.5;88.4;86.7;43.5;1.4;0.778;0.433;0.277;0.991;0.947;0.482
61680823;12.063;12.057;12.057;12.058;12.062;0.008;0.05;0.058;60.0;42.0;40.0;7.5;88.4;86.0;43.2;1.35;0.887;0.405;0.275;0.989;0.939;0.479
61690823;12.084;12.074;12.074;12.075;12.081;0.008;0.083;0.091;56.0;48.0;42.0;8.5;88.2;85.4;42.5;1.4;0.64;0.449;0.27;0.989;0.934;0.472
61700823;12.009;12.0;12.001;12.001;12.007;0.008;0.067;0.07500000000000001;48.0;46.0;46.0;7.8;88.6;85.7;42.7;1.4;0.875;0.341;0.275;0.991;0.935;0.472
61620823;12.012;12.003;12.004;12.005;12.01;0.008;0.067;0.07500000000000001;52.0;64.0;70.0;8.9;88.5;86.0;43.3;1.4;0.86;0.494;0.274;0.99;0.939;0.48
61630823;12.047;12.04;12.041;12.042;12.046;0.008;0.05;0.058;38.0;36.0;36.0;6.9;88.4;85.2;42.1;1.4;0.837;0.445;0.268;0.99;0.931;0.467
61640823;12.0;11.984;11.985;11.985;11.994;0.008;0.125;0.133;48.0;44.0;62.0;8.2;88.3;85.5;42.5;1.4;0.871;0.323;0.274;0.99;0.935;0.472
61580823;0.463;-2.18;12.005;12.006;12.009;118.159;96.143;214.30200000000002;72.0;40.0;40.0;6.9;-16.0;85.6;43.1;1.5;0.862;0.337;0.271;0.991;0.938;0.48
61580823;12.014;12.007;12.008;12.008;12.012;0.008;0.05;0.058;44.0;40.0;38.0;6.6;88.3;85.6;43.1;1.5;0.831;0.486;0.27;0.99;0.938;0.479
