Серийный номер;Выходное напряжение (без нагрузки) [В];Выходное напряжение при Vin180 [В];Выходное напряжение при Vin300 [В];Выходное напряжение при Vin375 [В];Выходное напряжение(половина нагрузки) при Vin300 [В];LineReg [%];LoadReg [%];LoadReg + LineReg [%];Пульсации при Vin180 [мВp-p];Пульсации при Vin300 [мВp-p];Пульсации при Vin375 [мВp-p];ПульсацииRMS [мВ];КПД при Vin180 [В];КПД при Vin300 [В];КПД при Vin375 [В];Напряжение отключения [В];Выходное напряжение в режиме генератора тока [В];Выходной ток в режиме генератора тока [А];Пульсации в режиме генератора тока [мВр-р];
SN1;12.029;12.028;12.027;12.027;12.028;0.008;0.017;0.025;280.0;300.0;292.0;38.2;91.9;90.5;90.3;2.75;0.54;27.147;196.0
