Выходное напряжение (без нагрузки) [V];Выходное напряжение при Vin9 [V];Выходное напряжение при Vin12 [V];Выходное напряжение при Vin18 [V];LineReg [%];LoadReg [%];Пульсации [мВp-p];ПульсацииRMS [мВ];КПД при Vin9 [V];КПД при Vin12 [V];КПД при Vin18 [V];Выходное напряжение(половина нагрузки) при Vin12 [V];
3.278;3.26;3.259;3.259;0.031;0.583;100;100;84.6;85.1;83.9;3.268
