Выходное напряжение (без нагрузки) [V];Выходное напряжение при Vin16 [V];Выходное напряжение при Vin24 [V];Выходное напряжение при Vin40 [V];LineReg [%];LoadReg [%];Пульсации [мВp-p];ПульсацииRMS [мВ];КПД при Vin16 [V];КПД при Vin24 [V];КПД при Vin40 [V];Выходное напряжение(половина нагрузки) при Vin24 [V];
5.054;5.013;5.013;5.013;-0.0;0.818;112.0;21.5;81.3;85.3;86.3;5.032
5.053;5.016;5.016;5.016;-0.0;0.738;100.0;19.2;81.3;85.2;86.2;5.033
5.058;5.02;5.02;5.02;-0.0;0.757;100.0;16.0;81.2;85.2;86.4;5.038
5.062;5.025;5.025;5.025;-0.0;0.736;100.0;17.4;81.6;85.5;86.6;5.043
5.06;5.027;5.027;5.027;-0.0;0.656;100.0;17.0;81.4;85.3;86.4;5.044
5.058;5.023;5.023;5.023;-0.0;0.697;120.0;21.5;81.1;85.1;86.1;5.04
5.076;5.043;5.043;5.043;-0.0;0.654;104.0;19.2;81.5;85.5;86.6;5.061
5.063;5.029;5.028;5.029;0.02;0.696;96.0;17.4;81.2;85.2;86.4;5.045
5.063;5.025;5.025;5.025;-0.0;0.756;100.0;17.4;81.2;85.2;86.3;5.043
5.048;5.016;5.016;5.016;-0.0;0.638;96.0;18.3;80.7;84.9;86.2;5.033
5.06;5.023;5.023;5.023;-0.0;0.737;100.0;18.8;81.7;85.6;86.4;5.041
5.045;5.017;5.017;5.017;-0.0;0.558;116.0;24.7;81.8;85.7;86.7;5.033
5.05;5.017;5.017;5.017;-0.0;0.658;104.0;19.2;81.4;85.3;86.3;5.034
5.052;5.018;5.018;5.018;-0.0;0.678;96.0;17.9;81.3;85.2;86.3;5.036
5.044;5.013;5.013;5.013;-0.0;0.618;108.0;19.2;81.4;85.4;86.6;5.029
5.064;5.031;5.031;5.031;-0.0;0.656;96.0;15.5;81.1;85.0;86.0;5.048
5.049;5.016;5.016;5.016;-0.0;0.658;79.9;15.0;81.1;85.1;86.3;5.032
5.052;5.019;5.018;5.018;0.02;0.678;104.0;19.6;81.2;85.2;86.4;5.037
5.056;5.017;5.017;5.017;-0.0;0.777;96.0;17.4;80.9;85.1;86.4;5.035
