Выходное напряжение (без нагрузки) [V]; Выходное напряжение при Vin18 [V];Выходное напряжение при Vin24 [V];Выходное напряжение при Vin36 [V];LineReg [%]; LoadReg [%]; Пульсации [мВp-p];ПульсацииRMS [мВ];КПД при Vin18 [V];КПД при Vin24 [V];КПД при Vin36 [V];Напряжение отключения [V];
28.065;28.035;28.043;28.04;0.029;0.078;320.0;45.8;81.1;86.4;89.3;2.7
28.066;28.036;28.042;28.04;0.021;0.086;320.0;44.7;81.1;86.1;89.3;2.75
28.062;28.034;28.04;28.039;0.021;0.078;312.0;45.3;81.0;86.1;89.3;2.75
28.061;28.033;28.04;28.038;0.025;0.075;312.0;44.0;80.9;86.1;89.3;2.75
